Hash_SHA256,Attack_Pattern,Context,TPs,FPs,FNs
6b7ab7deec2516d7dae80415d9a2cb6ed44de90fc9c9f2d8fb8b8e5b5e7d462b,APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT," In almost every case, APT backdoors initiate outbound connections to the intruder’s “command and control” (C2) server. APT intruders employ this tactic because while network firewalls are generally adept at keeping malware outside the network from initiating communication with systems inside the network, they are less reliable at keeping malware that is already inside the network from communicating to systems outside. FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available. In addition we have provided 1,007 MD5 hashes associated with APT1 malware in Appendix E. We will describe APT1’s backdoors in two categories: “Beachhead Backdoors” and “Standard Backdoors.”. Beachhead backdoors are typically minimally featured.",[],"['T1027', 'T1059', 'T1071.001', 'T1106', 'T1071.004', 'T1027.005', 'T1095', 'T1518.001', 'T1564.003']",[]
641b355914a4b436449977f0f68047c0b9b80f07bb1a2cfb1f7b145c245f7a88,While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT they use what appear to be their own custom backdoors," In almost every case, APT backdoors initiate outbound connections to the intruder’s “command and control” (C2) server. APT intruders employ this tactic because while network firewalls are generally adept at keeping malware outside the network from initiating communication with systems inside the network, they are less reliable at keeping malware that is already inside the network from communicating to systems outside. FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available. In addition we have provided 1,007 MD5 hashes associated with APT1 malware in Appendix E. We will describe APT1’s backdoors in two categories: “Beachhead Backdoors” and “Standard Backdoors.”. Beachhead backdoors are typically minimally featured.",[],"['T1027', 'T1059', 'T1071.001', 'T1106', 'T1132.001', 'T1027.002', 'T1071.004', 'T1027.005', 'T1036', 'T1095', 'T1203', 'T1140', 'T1564.003']",[]
7c5f75cb5418be7461063f5999adecccc6b69927c7df940072d4ea0f4203a3c3,appear to be their own custom backdoors," In almost every case, APT backdoors initiate outbound connections to the intruder’s “command and control” (C2) server. APT intruders employ this tactic because while network firewalls are generally adept at keeping malware outside the network from initiating communication with systems inside the network, they are less reliable at keeping malware that is already inside the network from communicating to systems outside. FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available. In addition we have provided 1,007 MD5 hashes associated with APT1 malware in Appendix E. We will describe APT1’s backdoors in two categories: “Beachhead Backdoors” and “Standard Backdoors.”. Beachhead backdoors are typically minimally featured.",[],"['T1059', 'T1071.001', 'T1059.001', 'T1106', 'T1071.004', 'T1027.005', 'T1036', 'T1095', 'T1518.001', 'T1203', 'T1564.003', 'T1059.007']",['T1119']
789975acef38c16e21acc604621e6d2e76b57ff1d33c916e85b30554e1ef7c48,what be their own custom backdoors," In almost every case, APT backdoors initiate outbound connections to the intruder’s “command and control” (C2) server. APT intruders employ this tactic because while network firewalls are generally adept at keeping malware outside the network from initiating communication with systems inside the network, they are less reliable at keeping malware that is already inside the network from communicating to systems outside. FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available. In addition we have provided 1,007 MD5 hashes associated with APT1 malware in Appendix E. We will describe APT1’s backdoors in two categories: “Beachhead Backdoors” and “Standard Backdoors.”. Beachhead backdoors are typically minimally featured.",[],"['T1059', 'T1071.001', 'T1547.001', 'T1106', 'T1071.004', 'T1027.005', 'T1095', 'T1564.003']",['T1119']
7f1b17ef3174a61337a2001b842e1f2f09de7dfc06683515a5556901badb7ae2,"1,007 MD5 hashes associated with APT1 malware"," FIGURE 17: Backdoors installed on compromised systems usually initiate connections with C2 servers. While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available. In addition we have provided 1,007 MD5 hashes associated with APT1 malware in Appendix E. We will describe APT1’s backdoors in two categories: “Beachhead Backdoors” and “Standard Backdoors.”. Beachhead backdoors are typically minimally featured. They offer the attacker a toe-hold to perform simple tasks like retrieve files, gather basic system information and trigger the execution of other more significant capabilities such as a standard backdoor. APT1’s beachhead backdoors are usually what we call WEBC2 backdoors.",[],"['T1027.005', 'T1110']",['T1119']
88ea1fbe3f494fd753f2475176091ef08b78a3b87413aca4283235b28eb2251e,Beachhead backdoors are typically minimally featured," While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT, the vast majority of the time they use what appear to be their own custom backdoors. We have documented 42 families of backdoors in “Appendix C: The Malware Arsenal” that APT1 uses that we believe are not publicly available. In addition we have provided 1,007 MD5 hashes associated with APT1 malware in Appendix E. We will describe APT1’s backdoors in two categories: “Beachhead Backdoors” and “Standard Backdoors.”. Beachhead backdoors are typically minimally featured. They offer the attacker a toe-hold to perform simple tasks like retrieve files, gather basic system information and trigger the execution of other more significant capabilities such as a standard backdoor. APT1’s beachhead backdoors are usually what we call WEBC2 backdoors. WEBC2 backdoors are probably the most well-known kind of APT1 backdoor, and are the reason why some security companies refer to APT1 as the “Comment Crew.” A WEBC2 backdoor is designed to retrieve a webpage from a C2 server.",[],['T1071.001'],[]
95a434b5f969f01f2909c393ad43fc22440fe3ea14f41eeaf4936a2066180f67,As part of the group ’s work on compromised Windows machines they often then leveraged the Windows binary Certutil.exe for decoding the file content," On Linux systems, the threat group created hidden files and folders within the /tmp directory by adding . in the beginning of the file/folder’s name – for example, /tmp/.<Folder>/. In addition, the threat group tries to obfuscate their files using the target victim company name or file names that are being used by the company’s applications. As part of the group’s work on compromised Windows machines, they often uploaded their tools, encoded with Base64, and then leveraged the Windows binary Certutil.exe for decoding the file content. Another technique that was used by the threat group to obfuscate their data was to use the hexadecimal representation of binaries. For encoding and decoding these binaries, the group leveraged a modified version of a JScript tool that is found online14. When searching for this (and other) attacks, remember the memory.",[],"['T1027.005', 'T1059', 'T1059.007', 'T1132.001', 'T1564.003', 'T1518.001', 'T1204.001', 'T1027.002', 'T1070.004', 'T1106', 'T1070.006']",['T1036.004']
6a191ab2820e6aa4e1a674bb010da527805b5be48f5250a17300008740f10bd1,decoding the file content," On Linux systems, the threat group created hidden files and folders within the /tmp directory by adding . in the beginning of the file/folder’s name – for example, /tmp/.<Folder>/. In addition, the threat group tries to obfuscate their files using the target victim company name or file names that are being used by the company’s applications. As part of the group’s work on compromised Windows machines, they often uploaded their tools, encoded with Base64, and then leveraged the Windows binary Certutil.exe for decoding the file content. Another technique that was used by the threat group to obfuscate their data was to use the hexadecimal representation of binaries. For encoding and decoding these binaries, the group leveraged a modified version of a JScript tool that is found online14. When searching for this (and other) attacks, remember the memory.",[],"['T1027.005', 'T1059', 'T1132.001', 'T1027.002']",[]
26230a67029857f45a07ae0e30da47f05130f125be55e76ccdb91c7e8e8919d0,Another technique that used by the threat group to obfuscate their data," in the beginning of the file/folder’s name – for example, /tmp/.<Folder>/. In addition, the threat group tries to obfuscate their files using the target victim company name or file names that are being used by the company’s applications. As part of the group’s work on compromised Windows machines, they often uploaded their tools, encoded with Base64, and then leveraged the Windows binary Certutil.exe for decoding the file content. Another technique that was used by the threat group to obfuscate their data was to use the hexadecimal representation of binaries. For encoding and decoding these binaries, the group leveraged a modified version of a JScript tool that is found online14. When searching for this (and other) attacks, remember the memory. The threat group was observed harvesting credentials on Windows machines by using renamed versions of the ProcDump executable (pr.exe, pr64.exe and more) for dumping the LSASS.exe process memory.",[],"['T1027.005', 'T1059', 'T1132.001', 'T1564.003', 'T1027.002', 'T1070.004', 'T1070.006']",[]
c7910e8d0dbb4b88029733570cd0b6c6c23c24b7aa600e3bf235af990df5a6f5,"Hunt and monitor for presence and creation of suspicious .class file in the WebSphere applications temp folders, such as : o .class files that were found under the WebSphere applications temp folders contained web shells, and some of those that did not had a matching JSP web shell file on the compromised server, meaning they were likely deleted since they were deployed and used"," Monitor for configuration changes and usage of ‘xp_cmdshell’. • Monitor on WAR deployments and validate that the packages deployment functionality is included in the logging policy of the relevant applications. o In some cases, the application error logs may contain information about exceptions and errors that are related to the WAR deployment and Web shell access. • Hunt and monitor for presence and creation of suspicious .class file in the WebSphere applications temp folders, such as: o .class files that were found under the WebSphere applications temp folders contained web shells, and some of those that did not had a matching JSP web shell file on the compromised server, meaning they were likely deleted since they were deployed and used. o According to IBM documentation18, WebSphere loads JSP .class files at runtime, from either the WebSphere Application Server temp directory or from a web module's WEB- INF/classes directory. If the class file does not exist, it will be generated inside the WebSphere Application temp directory, on the first time that the JSP resource was requested. This means that the .class creation time is indicative of the ‘.jsp’ file first access.",[],"['T1059.007', 'T1518.001', 'T1070.004']",['T1505.003']
85b290a5f19003d030af52099ba9987090b442309c5676b964d92452eb51e747,those that not had a matching JSP web shell file on the compromised server meaning they were likely deleted since they were deployed and used," Monitor for configuration changes and usage of ‘xp_cmdshell’. • Monitor on WAR deployments and validate that the packages deployment functionality is included in the logging policy of the relevant applications. o In some cases, the application error logs may contain information about exceptions and errors that are related to the WAR deployment and Web shell access. • Hunt and monitor for presence and creation of suspicious .class file in the WebSphere applications temp folders, such as: o .class files that were found under the WebSphere applications temp folders contained web shells, and some of those that did not had a matching JSP web shell file on the compromised server, meaning they were likely deleted since they were deployed and used. o According to IBM documentation18, WebSphere loads JSP .class files at runtime, from either the WebSphere Application Server temp directory or from a web module's WEB- INF/classes directory. If the class file does not exist, it will be generated inside the WebSphere Application temp directory, on the first time that the JSP resource was requested. This means that the .class creation time is indicative of the ‘.jsp’ file first access.",[],"['T1059', 'T1059.007', 'T1070.004', 'T1007']",['T1505.003']
54627a1c6399af733e88ebdf567e1dfde62d4272b7dd92d5fadd8c2dda15c717,matching JSP web shell file," Monitor for configuration changes and usage of ‘xp_cmdshell’. • Monitor on WAR deployments and validate that the packages deployment functionality is included in the logging policy of the relevant applications. o In some cases, the application error logs may contain information about exceptions and errors that are related to the WAR deployment and Web shell access. • Hunt and monitor for presence and creation of suspicious .class file in the WebSphere applications temp folders, such as: o .class files that were found under the WebSphere applications temp folders contained web shells, and some of those that did not had a matching JSP web shell file on the compromised server, meaning they were likely deleted since they were deployed and used. o According to IBM documentation18, WebSphere loads JSP .class files at runtime, from either the WebSphere Application Server temp directory or from a web module's WEB- INF/classes directory. If the class file does not exist, it will be generated inside the WebSphere Application temp directory, on the first time that the JSP resource was requested. This means that the .class creation time is indicative of the ‘.jsp’ file first access.",[],['T1059.007'],[]
cc8fb0d526ce8f6f3aa04dcf55a1f2a0b29dcedb6762d97dbfa489d4373cebb5,compromised server," Monitor for configuration changes and usage of ‘xp_cmdshell’. • Monitor on WAR deployments and validate that the packages deployment functionality is included in the logging policy of the relevant applications. o In some cases, the application error logs may contain information about exceptions and errors that are related to the WAR deployment and Web shell access. • Hunt and monitor for presence and creation of suspicious .class file in the WebSphere applications temp folders, such as: o .class files that were found under the WebSphere applications temp folders contained web shells, and some of those that did not had a matching JSP web shell file on the compromised server, meaning they were likely deleted since they were deployed and used. o According to IBM documentation18, WebSphere loads JSP .class files at runtime, from either the WebSphere Application Server temp directory or from a web module's WEB- INF/classes directory. If the class file does not exist, it will be generated inside the WebSphere Application temp directory, on the first time that the JSP resource was requested. This means that the .class creation time is indicative of the ‘.jsp’ file first access.",[],"['T1059', 'T1059.007', 'T1132.001', 'T1518.001', 'T1095', 'T1102.002', 'T1204.001', 'T1071.004', 'T1070.001']",[]
c3b1db83e5e84e2e84496ae387b06d868405763b44c11ee73dc4ce25d171d7d0,If the class file does not exist it will generated inside the WebSphere Application temp directory on the first time that the JSP resource was requested," o In some cases, the application error logs may contain information about exceptions and errors that are related to the WAR deployment and Web shell access. • Hunt and monitor for presence and creation of suspicious .class file in the WebSphere applications temp folders, such as: o .class files that were found under the WebSphere applications temp folders contained web shells, and some of those that did not had a matching JSP web shell file on the compromised server, meaning they were likely deleted since they were deployed and used. o According to IBM documentation18, WebSphere loads JSP .class files at runtime, from either the WebSphere Application Server temp directory or from a web module's WEB- INF/classes directory. If the class file does not exist, it will be generated inside the WebSphere Application temp directory, on the first time that the JSP resource was requested. This means that the .class creation time is indicative of the ‘.jsp’ file first access. o .class files can be easily decoded/reflected to show large parts of their original JSP code. • Hunt and monitor for presence and creation of web pages in static resources folders of Web applications.",[],['T1059.007'],[]
10d9673c06bee6e56e0d0191a480030c596e9cc64065a36cf42848f75712efbc,o .class files can easily decoded to show large parts of their original JSP code," o According to IBM documentation18, WebSphere loads JSP .class files at runtime, from either the WebSphere Application Server temp directory or from a web module's WEB- INF/classes directory. If the class file does not exist, it will be generated inside the WebSphere Application temp directory, on the first time that the JSP resource was requested. This means that the .class creation time is indicative of the ‘.jsp’ file first access. o .class files can be easily decoded/reflected to show large parts of their original JSP code. • Hunt and monitor for presence and creation of web pages in static resources folders of Web applications. • Monitor for processes that were executed by either web server parent services processes (i.e., ‘w3wp.exe’, ‘tomcat6.exe’) or by database-related processes (i.e., ‘sqlservr.exe’). o ‘cmd.exe’, ‘powershell.exe’, ‘wmic.exe’ and other code execution-related executables are highly suspicious.",[],"['T1059.007', 'T1027']",[]
66fcc83a49f20b30f24696f64bd3a103cbf9f9b13ab63a94a97b6449ce2c62cb,o .class files can easily reflected to show large parts of their original JSP code," o According to IBM documentation18, WebSphere loads JSP .class files at runtime, from either the WebSphere Application Server temp directory or from a web module's WEB- INF/classes directory. If the class file does not exist, it will be generated inside the WebSphere Application temp directory, on the first time that the JSP resource was requested. This means that the .class creation time is indicative of the ‘.jsp’ file first access. o .class files can be easily decoded/reflected to show large parts of their original JSP code. • Hunt and monitor for presence and creation of web pages in static resources folders of Web applications. • Monitor for processes that were executed by either web server parent services processes (i.e., ‘w3wp.exe’, ‘tomcat6.exe’) or by database-related processes (i.e., ‘sqlservr.exe’). o ‘cmd.exe’, ‘powershell.exe’, ‘wmic.exe’ and other code execution-related executables are highly suspicious.",[],"['T1059.007', 'T1203', 'T1027']",[]
a08dad178112627b07d83759f80abb8951ccf34677d62a150a5d967878cc9842,monitor for presence and creation of web pages in static resources folders of Web applications," If the class file does not exist, it will be generated inside the WebSphere Application temp directory, on the first time that the JSP resource was requested. This means that the .class creation time is indicative of the ‘.jsp’ file first access. o .class files can be easily decoded/reflected to show large parts of their original JSP code. • Hunt and monitor for presence and creation of web pages in static resources folders of Web applications. • Monitor for processes that were executed by either web server parent services processes (i.e., ‘w3wp.exe’, ‘tomcat6.exe’) or by database-related processes (i.e., ‘sqlservr.exe’). o ‘cmd.exe’, ‘powershell.exe’, ‘wmic.exe’ and other code execution-related executables are highly suspicious. • Implement and verify segregation between DMZ and Internal server.",[],['T1518.001'],[]
aed75b6026805c193b0670cbbb72f0da4209e4275a1b0b8de9cde209389b3349,3t54dE3r.tmp – Contains the shellcode that will be loaded and executed at runtime, Figure 6: The CAB file contents. Here is a brief description of each component of the CAB file. They are described in more details later in the blog. 3t54dE3r.tmp – Contains the shellcode that will be loaded and executed at runtime. 34fDFkfSD32.js – The JavaScript that is used to initiate the infection chain after extraction of CAB file contents. Conversations - iOS - Swipe Icons – Zeplin.url – This is the internet shortcut file that will be used to open the URL:  with Chrome browser on the machine. Svchast.exe – This is the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe.,[],"['T1588.002', 'T1059', 'T1105', 'T1027.005', 'T1204.001', 'T1036', 'T1027', 'T1027.002', 'T1518.001', 'T1070.004', 'T1102.002', 'T1218.011', 'T1189', 'T1059.001', 'T1047', 'T1569.002', 'T1053.003']",['T1036.004']
46053d45090e6b6818fb17614e96e029b99d164e96db26fccf024ab2b41a8059,the shellcode that will loaded at runtime, Figure 6: The CAB file contents. Here is a brief description of each component of the CAB file. They are described in more details later in the blog. 3t54dE3r.tmp – Contains the shellcode that will be loaded and executed at runtime. 34fDFkfSD32.js – The JavaScript that is used to initiate the infection chain after extraction of CAB file contents. Conversations - iOS - Swipe Icons – Zeplin.url – This is the internet shortcut file that will be used to open the URL:  with Chrome browser on the machine. Svchast.exe – This is the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe.,[],"['T1588.002', 'T1059', 'T1105', 'T1027.005', 'T1204.001', 'T1027', 'T1027.002', 'T1518.001', 'T1218.011', 'T1189', 'T1059.001', 'T1047', 'T1569.002', 'T1053.003']",['T1036.004']
f76213a0c1babc2f2418debe7f06a9501c0bae199d26a505ec346f694a41e6bb,the shellcode that will executed at runtime, Figure 6: The CAB file contents. Here is a brief description of each component of the CAB file. They are described in more details later in the blog. 3t54dE3r.tmp – Contains the shellcode that will be loaded and executed at runtime. 34fDFkfSD32.js – The JavaScript that is used to initiate the infection chain after extraction of CAB file contents. Conversations - iOS - Swipe Icons – Zeplin.url – This is the internet shortcut file that will be used to open the URL:  with Chrome browser on the machine. Svchast.exe – This is the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe.,[],"['T1588.002', 'T1059', 'T1105', 'T1027.005', 'T1204.001', 'T1027', 'T1027.002', 'T1518.001', 'T1218.011', 'T1189', 'T1059.001', 'T1047', 'T1569.002', 'T1053.003']",['T1036.004']
50281a0ac3524fa1bfe9f0765fd5cfdaa308b11f8d83285e888d139c6cd4d098,The JavaScript that used to initiate the infection chain after extraction of CAB file contents, Here is a brief description of each component of the CAB file. They are described in more details later in the blog. 3t54dE3r.tmp – Contains the shellcode that will be loaded and executed at runtime. 34fDFkfSD32.js – The JavaScript that is used to initiate the infection chain after extraction of CAB file contents. Conversations - iOS - Swipe Icons – Zeplin.url – This is the internet shortcut file that will be used to open the URL:  with Chrome browser on the machine. Svchast.exe – This is the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe. Other details include:.,[],"['T1588.002', 'T1059', 'T1105', 'T1027.005', 'T1204.001', 'T1036', 'T1027', 'T1027.002', 'T1518.001', 'T1102.002', 'T1566.002', 'T1218.011', 'T1189', 'T1217']",[]
50644596ba510921b82771a5dbb5b1eda0f3a6f4423b52d62e1a50cbd1db7eff,initiate the infection chain after extraction of CAB file contents, Here is a brief description of each component of the CAB file. They are described in more details later in the blog. 3t54dE3r.tmp – Contains the shellcode that will be loaded and executed at runtime. 34fDFkfSD32.js – The JavaScript that is used to initiate the infection chain after extraction of CAB file contents. Conversations - iOS - Swipe Icons – Zeplin.url – This is the internet shortcut file that will be used to open the URL:  with Chrome browser on the machine. Svchast.exe – This is the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe. Other details include:.,[],"['T1588.002', 'T1105', 'T1027.005', 'T1204.001', 'T1036', 'T1027', 'T1027.002', 'T1518.001', 'T1102.002', 'T1566.002', 'T1218.011', 'T1189', 'T1217']",[]
42a895516443ec87f4c133604ab7d5f5316e982c5a322bdf6ae8673e284fe020,the internet shortcut file that will used to open the URL, They are described in more details later in the blog. 3t54dE3r.tmp – Contains the shellcode that will be loaded and executed at runtime. 34fDFkfSD32.js – The JavaScript that is used to initiate the infection chain after extraction of CAB file contents. Conversations - iOS - Swipe Icons – Zeplin.url – This is the internet shortcut file that will be used to open the URL:  with Chrome browser on the machine. Svchast.exe – This is the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe. Other details include:. The LNK file will open the internet shortcut file (which opens by default with the web browser and loads the URL).,[],"['T1588.002', 'T1059', 'T1105', 'T1027.005', 'T1204.001', 'T1036', 'T1132.001', 'T1027', 'T1518.001', 'T1566.002', 'T1218.011', 'T1189', 'T1555.003']",[]
52d6f3076f4953a3068173deab57215a8b8518801b7243602b7ece2f660cae20,that open the URL, They are described in more details later in the blog. 3t54dE3r.tmp – Contains the shellcode that will be loaded and executed at runtime. 34fDFkfSD32.js – The JavaScript that is used to initiate the infection chain after extraction of CAB file contents. Conversations - iOS - Swipe Icons – Zeplin.url – This is the internet shortcut file that will be used to open the URL:  with Chrome browser on the machine. Svchast.exe – This is the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe. Other details include:. The LNK file will open the internet shortcut file (which opens by default with the web browser and loads the URL).,[],"['T1105', 'T1204.001', 'T1518.001', 'T1566.002']",[]
e96a9609cdbea3a98d2e9053a9e53dc7af22cd7a9fb402429dfd6f0e971f2c6d,Svchast.exe – This is the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe," 3t54dE3r.tmp – Contains the shellcode that will be loaded and executed at runtime. 34fDFkfSD32.js – The JavaScript that is used to initiate the infection chain after extraction of CAB file contents. Conversations - iOS - Swipe Icons – Zeplin.url – This is the internet shortcut file that will be used to open the URL:  with Chrome browser on the machine. Svchast.exe – This is the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe. Other details include:. The LNK file will open the internet shortcut file (which opens by default with the web browser and loads the URL). It copies the CAB file component, 3t54dE3r.tmp to the location: C:\Users\Public\Downloads\3t54dE3r.tmp.",[],"['T1588.002', 'T1059', 'T1105', 'T1027.005', 'T1204.001', 'T1036', 'T1132.001', 'T1095', 'T1027.002', 'T1070.006', 'T1518.001', 'T1070.004', 'T1218.011', 'T1189', 'T1485', 'T1059.001', 'T1047', 'T1569.002', 'T1115', 'T1056.001']",['T1036.004']
4c280bc4ede73f077d63f414b9fd74cf55ecd7910571a6ecffd83385f91465d8,the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe," 3t54dE3r.tmp – Contains the shellcode that will be loaded and executed at runtime. 34fDFkfSD32.js – The JavaScript that is used to initiate the infection chain after extraction of CAB file contents. Conversations - iOS - Swipe Icons – Zeplin.url – This is the internet shortcut file that will be used to open the URL:  with Chrome browser on the machine. Svchast.exe – This is the shellcode loader binary that spoofs the name of a legitimate Windows binary called svchost.exe. Other details include:. The LNK file will open the internet shortcut file (which opens by default with the web browser and loads the URL). It copies the CAB file component, 3t54dE3r.tmp to the location: C:\Users\Public\Downloads\3t54dE3r.tmp.",[],"['T1588.002', 'T1059', 'T1105', 'T1027.005', 'T1204.001', 'T1036', 'T1132.001', 'T1095', 'T1027.002', 'T1070.006', 'T1518.001', 'T1070.004', 'T1113', 'T1218.011', 'T1189', 'T1485', 'T1059.001', 'T1047', 'T1569.002', 'T1115', 'T1053.003', 'T1056.001', 'T1561.002']",['T1036.004']
5191c33f55885b5c06ed416e966f6073a664781ba2f3cadb8ca7706ffb87847b,MicroSeven MYM71080i-B 2.0.5 through 2.0.20 devices send admin credentials in cleartext to pnp.microseven.com TCP port 7007,MicroSeven MYM71080i-B 2.0.5 through 2.0.20 devices send admin credentials in cleartext to pnp.microseven.com TCP port 7007. An attacker on the same network as the device can capture these credentials.,[],"['T1518', 'T1566', 'T1078']",['T1040']
abe43d96ce66a217b91e4db056ff1eeb6732cd200a0df3205c94f11e835e99b8,An attacker on the same network as the device can capture these credentials,MicroSeven MYM71080i-B 2.0.5 through 2.0.20 devices send admin credentials in cleartext to pnp.microseven.com TCP port 7007. An attacker on the same network as the device can capture these credentials.,[],"['T1518', 'T1566', 'T1078', 'T1203', 'T1059', 'T1189', 'T1055', 'T1529', 'T1485', 'T1539', 'T1528', 'T1543']",['T1040']
92a4b29f6d1f90c192102e7d35cbaa64f4db6f8c55917bc8c91e1a603885e176,Rockwell Automation Arena Simulation Software versions 16.00.00 and earlier contain an INFORMATION EXPOSURE CWE-200,Rockwell Automation Arena Simulation Software versions 16.00.00 and earlier contain an INFORMATION EXPOSURE CWE-200. A maliciously crafted Arena file opened by an unsuspecting user may result in the limited exposure of information related to the targeted workstation.,[],"['T1518', 'T1203', 'T1083', 'T1016']",['T1005']
a3591cc4907a745cf2215658b19fca09eda9095a7a6d210cdcf959954bbe23cf,maliciously crafted Arena file,Rockwell Automation Arena Simulation Software versions 16.00.00 and earlier contain an INFORMATION EXPOSURE CWE-200. A maliciously crafted Arena file opened by an unsuspecting user may result in the limited exposure of information related to the targeted workstation.,[],"['T1518', 'T1203', 'T1083', 'T1016', 'T1059', 'T1189', 'T1566', 'T1485', 'T1528', 'T1007']",['T1005']
9895621d5cae2fd7d5c4c804c5136469b4e762a710ac11c9ce2398803312eb54,A maliciously crafted Arena file opened by an unsuspecting user,Rockwell Automation Arena Simulation Software versions 16.00.00 and earlier contain an INFORMATION EXPOSURE CWE-200. A maliciously crafted Arena file opened by an unsuspecting user may result in the limited exposure of information related to the targeted workstation.,[],"['T1518', 'T1203', 'T1083', 'T1016', 'T1059', 'T1189', 'T1566', 'T1485', 'T1528', 'T1007', 'T1539']",['T1005']
c0cb18b00c3047b64d185746f14e91667e705326cc79b494d1b212eaf1359460,A maliciously crafted Arena file opened by an unsuspecting user may result in the limited exposure of information related to the targeted workstation,Rockwell Automation Arena Simulation Software versions 16.00.00 and earlier contain an INFORMATION EXPOSURE CWE-200. A maliciously crafted Arena file opened by an unsuspecting user may result in the limited exposure of information related to the targeted workstation.,[],"['T1518', 'T1203', 'T1083', 'T1016', 'T1059', 'T1189', 'T1566', 'T1485', 'T1528', 'T1007']",['T1005']
bad7cf6bf7cb181528e87a5eda76f5c125d55bdedd79773bc5f12eb145cb6e55,information related to the targeted workstation,Rockwell Automation Arena Simulation Software versions 16.00.00 and earlier contain an INFORMATION EXPOSURE CWE-200. A maliciously crafted Arena file opened by an unsuspecting user may result in the limited exposure of information related to the targeted workstation.,[],"['T1083', 'T1016', 'T1007']",['T1005']
0b0ba3de43138a37ddab43371964d6fab859ce498f16795e46c95933580bda47,Multiple integer overflows,Multiple integer overflows were addressed with improved input validation. This issue is fixed in macOS Big Sur 11.0.1. A remote attacker may be able to cause unexpected application termination or heap corruption.,[],['T1203'],['T1499']
e5cc6c507031f42eba2699c7a739643338b80a084bcf509cf8a66f57352fe26c,Multiple integer overflows addressed with improved input validation,Multiple integer overflows were addressed with improved input validation. This issue is fixed in macOS Big Sur 11.0.1. A remote attacker may be able to cause unexpected application termination or heap corruption.,[],['T1203'],['T1499']
812bfff745a0033dd12464a3c9be42feb59979053000427a0119ff70c8f302a7,A remote attacker may be able to cause unexpected application termination or heap corruption,Multiple integer overflows were addressed with improved input validation. This issue is fixed in macOS Big Sur 11.0.1. A remote attacker may be able to cause unexpected application termination or heap corruption.,[],"['T1203', 'T1518', 'T1059', 'T1189', 'T1566', 'T1055', 'T1529', 'T1548', 'T1485']",['T1499']
d465c8e70945f3319395dbd80d4f41c4f4cb64ac7e1b750f638241c8e4e4e3e9,A remote attacker cause unexpected application termination or heap corruption,Multiple integer overflows were addressed with improved input validation. This issue is fixed in macOS Big Sur 11.0.1. A remote attacker may be able to cause unexpected application termination or heap corruption.,[],"['T1203', 'T1518', 'T1059', 'T1189', 'T1566', 'T1055', 'T1529', 'T1548', 'T1485']",['T1499']
5deb71761acab1cc5bd9f143029eb7a9d0d8a7224b42dcd0792414394790afb9,A denial of service and memory corruption vulnerability found in Hilscher EtherNet / IP Core V2 prior to V2.13.0.21that,A denial of service and memory corruption vulnerability was found in Hilscher EtherNet/IP Core V2 prior to V2.13.0.21that may lead to code injection through network or make devices crash without recovery.,[],"['T1518', 'T1529', 'T1485']",['T1499']
